,J,Params
138,0.9764878070119956,"[0.003845728037937658, 12.24610760759887]"
139,1.0556597395369312,"[0.005391161028805666, 5.809462220606908]"
140,1.0518787289441218,"[0.005391161028805666, 11.730115591813094]"
141,1.0724319788941794,"[0.0059974529502205215, 9.368311563905403]"
142,1.0680995150431225,"[0.0058750257659235545, 7.81437505173141]"
143,1.0392006764478736,"[0.004995871730860175, 11.972944779139766]"
144,1.0452346786009632,"[0.004995871730860175, 4.897996053170505]"
145,1.0577850682876264,"[0.005391161028805666, 7.45439752759163]"
146,0.9864254759455839,"[0.004, 12.367155819948863]"
147,0.9270509265139621,"[0.0030434614835689374, 10.298871150736641]"
148,0.9919629190052636,"[0.004096347062266643, 12.548776734080642]"
149,0.9899457437773197,"[0.00408681957206144, 12.730024935331398]"
150,1.0606197398601966,"[0.005691873899529867, 11.897019452947294]"
151,0.9887323669399496,"[0.00408681957206144, 12.86097917119355]"
152,0.9808688686362207,"[0.004, 13.027318620334409]"
153,0.9857496583953661,"[0.00408681957206144, 13.17151798930721]"
154,0.9778678440216882,"[0.004, 13.324309268784003]"
155,0.9760480314821187,"[0.004, 13.486610242651313]"
156,0.96835532932223,"[0.003695414514149427, 11.803732919969256]"
157,0.979735238862387,"[0.004061075425068743, 13.616608207516931]"
158,0.9258802051982256,"[0.0030434614835689374, 10.45010904712086]"
159,0.9248088459857955,"[0.0030434614835689374, 10.60132196712386]"
160,0.9743266170767796,"[0.004, 13.758780887450866]"
161,0.9586283901858904,"[0.0038092385214992825, 13.823181806578596]"
162,1.0693863590279036,"[0.005979952609928554, 11.795641170380097]"
163,0.972442421584814,"[0.004, 13.926949491501853]"
164,0.9912227358678465,"[0.004270905810624214, 14.03323825128836]"
165,0.9711191816426867,"[0.004, 14.114963335130557]"
166,0.9670387242196704,"[0.0036106725365806867, 11.29725361021873]"
167,1.0343705841734325,"[0.004870900746735602, 12.261858884901832]"
168,1.0702272800093786,"[0.005965629937837478, 11.28577919761537]"
169,0.9956510108522894,"[0.003586467314067307, 5.032230986824584]"
170,0.9515503990603702,"[0.002868527226758821, 4.671288335708449]"
171,1.0269582729920421,"[0.004712329215666673, 12.64899069673366]"
172,1.0566117546922504,"[0.005362598305801339, 7.1429750842893345]"
173,1.0355014394341406,"[0.004699994418414786, 7.328941717448691]"
174,1.0384487176224808,"[0.0050072094416234, 12.826407890333032]"
175,1.042042667289701,"[0.005106294171748793, 12.544521579718893]"
176,1.0369541573273326,"[0.004995871730860175, 13.108704709196424]"
177,1.0360438983404991,"[0.004995871730860175, 13.368371842389788]"
178,0.9699086794695192,"[0.004, 14.274186511228057]"
179,0.9493910811629849,"[0.00351759585408553, 12.308147752755001]"
180,0.9227882280607536,"[0.0030434614835689374, 10.808563107659797]"
181,1.0485887822995403,"[0.005339065360947148, 12.76501704102077]"
182,0.9689475883550073,"[0.004, 14.417423891086504]"
183,0.9752213426560589,"[0.004096347062266643, 14.54919912129286]"
184,0.9364648426690089,"[0.00351759585408553, 13.751255084425948]"
185,0.9391448325149274,"[0.00351759585408553, 13.438365333532651]"
186,0.9461951257093073,"[0.00351759585408553, 12.627587587068604]"
187,0.9433073352121136,"[0.00351759585408553, 13.074627941422584]"
188,0.921519332506089,"[0.0030434614835689374, 10.99785081397755]"
189,1.0491726213260453,"[0.005339065360947148, 12.194307247340602]"
190,1.0066163056910398,"[0.004538748177292008, 14.257562386755442]"
191,1.0472491361309753,"[0.005339065360947148, 13.590712450606286]"
192,1.0481423361960025,"[0.005391161028805666, 13.889277260640283]"
193,1.0307203909322176,"[0.004995871730860175, 14.384645447953808]"
194,1.0735109089180364,"[0.006053793974211097, 8.802174073456248]"
195,1.0797160344713634,"[0.006323423149220844, 11.144707296935803]"
196,1.0844448279589198,"[0.006547831744333703, 9.641571915159954]"
197,1.0762490064030488,"[0.006219733237603607, 8.636830844659444]"
198,0.967512576517655,"[0.004, 14.658009333204856]"
199,0.9193876001140701,"[0.0030434614835689374, 11.184356832104363]"
200,0.9004721824403592,"[0.002868527226758821, 11.26678651083796]"
201,0.9165253251044392,"[0.0030434614835689374, 11.446329050571233]"
202,0.8967685968032035,"[0.002868527226758821, 11.528999680865539]"
203,1.02969948549729,"[0.004995871730860175, 14.587153102690106]"
204,1.0461341031211433,"[0.005391161028805666, 14.65785231989178]"
205,0.966632152565938,"[0.004, 14.822637042319567]"
206,1.0274903027779623,"[0.004995871730860175, 14.876624616290561]"
207,1.042384184097451,"[0.005339065360947148, 15.01600314559278]"
208,1.0753931351878834,"[0.006146253028647113, 10.836755329686415]"
209,0.9388249159302376,"[0.002868527226758821, 6.900077859314468]"
210,0.9240443939564289,"[0.002868527226758821, 8.113543969163977]"
211,0.9449797797952082,"[0.002868527226758821, 5.690098093871041]"
212,0.9108115594989096,"[0.002868527226758821, 10.121634325928246]"
213,0.9280635184340844,"[0.002868527226758821, 7.800272014978972]"
214,0.9919169901446898,"[0.003845728037937658, 10.131421070082942]"
215,1.072198329418084,"[0.00600416309412403, 9.861540464913848]"
216,0.9060165232083959,"[0.0026215925001234954, 7.691349568060463]"
217,0.9121809484803964,"[0.0026215925001234954, 7.352949151953431]"
218,1.041894906086814,"[0.004995871730860175, 8.39608638065364]"
219,0.9130140658006891,"[0.0030434614835689374, 11.725902983145929]"
220,0.9941124959669798,"[0.003845728037937658, 7.98398233796818]"
221,0.9655640090790026,"[0.004, 14.973811220170504]"
222,0.8981073947914685,"[0.0026215925001234954, 8.197449268548755]"
223,0.9156451904551385,"[0.0026215925001234954, 6.998103083120802]"
224,0.9241724495422633,"[0.0026215925001234954, 5.780004485206846]"
225,0.9172050410210734,"[0.002868527226758821, 9.25880756387733]"
226,0.9407464876006834,"[0.002868527226758821, 6.473521477135238]"
227,0.9591499283127621,"[0.002868527226758821, 3.0689307389028944]"
228,0.9170131370652349,"[0.0026215925001234954, 6.632783835581314]"
229,1.0470991420265863,"[0.004995871730860175, 7.175536506049835]"
230,1.0409899832885556,"[0.004995871730860175, 9.413783536260862]"
231,1.0727871989852247,"[0.00600416309412403, 9.050285898937872]"
232,0.9150888943072472,"[0.002868527226758821, 9.64320443944935]"
233,0.8932978936423073,"[0.0026215925001234954, 9.252603549229686]"
234,0.9114123445744754,"[0.0030434614835689374, 11.873923232342996]"
235,0.9087021128619746,"[0.0030434614835689374, 12.07457833692629]"
236,1.0711424487710024,"[0.00600416309412403, 8.222035672900512]"
237,0.8913064064335644,"[0.0026215925001234954, 9.589180564631352]"
238,0.9034633331562373,"[0.002868527226758821, 11.028349603050618]"
239,0.907461944808197,"[0.0030434614835689374, 12.17986052369429]"
240,0.8910973687579015,"[0.002868527226758821, 11.974229085050062]"
241,0.9063824548008181,"[0.0030434614835689374, 12.279940689909607]"
242,0.9039667592557459,"[0.0030434614835689374, 12.513429033756719]"
243,0.8854298816838783,"[0.002868527226758821, 12.439795453236435]"
244,1.0895541623568739,"[0.006733604270821831, 10.944493216027208]"
245,0.9273372096802864,"[0.0034255838423534572, 13.901983810188039]"
246,0.9643545121549802,"[0.004, 15.149998982738644]"
247,0.963126127128939,"[0.004, 15.308625037482601]"
248,0.9822153440732138,"[0.004288070254096695, 15.435797041760576]"
249,0.9682498924026616,"[0.004096347062266643, 15.540018095938368]"
250,0.9601469047353469,"[0.004, 15.648338899080295]"
251,0.9804057654446034,"[0.004288070254096695, 15.691613552616886]"
252,0.9793492137503013,"[0.004288070254096695, 15.85346795852528]"
253,0.9578460224486818,"[0.004, 15.902264014322093]"
254,1.0478620897750381,"[0.005339065360947148, 13.14713136939339]"
255,0.925038707896352,"[0.0034255838423534572, 14.141012401759916]"
256,1.0457136717693158,"[0.005339065360947148, 14.295988144854851]"
257,1.0925179038892925,"[0.00685135304363238, 11.39332361628895]"
258,0.9023732479630991,"[0.0030434614835689374, 12.665079099082423]"
259,0.8828516919797771,"[0.002868527226758821, 12.736857164076275]"
260,0.8999449609206595,"[0.0030434614835689374, 12.945183500754062]"
261,0.9425000042233702,"[0.0038274302972678403, 16.017369499682754]"
262,0.8984044287461709,"[0.0030434614835689374, 13.135333560791295]"
263,1.042043315691957,"[0.005339065360947148, 15.281955393059944]"
264,1.0746261523137195,"[0.006187289805012949, 12.20529315398317]"
265,0.8967766014730134,"[0.0030434614835689374, 13.312579810107879]"
266,0.8931961503867694,"[0.0030434614835689374, 13.522151746578412]"
267,0.9953548407942239,"[0.0035098082659751097, 4.00416031757731]"
268,0.9587313576333912,"[0.002868527226758821, 4.1078014517869965]"
269,1.063081229295189,"[0.005856034281058997, 13.064097523979843]"
270,1.0617279073040136,"[0.005856034281058997, 14.351071771982415]"
271,1.0625068665075068,"[0.005856034281058997, 13.53777715253333]"
272,1.0981425234078277,"[0.007188277905440044, 11.264121728821516]"
273,1.091590070427351,"[0.006870724701052109, 10.577547076886548]"
274,0.8899780599991919,"[0.0030434614835689374, 13.738963342698902]"
275,1.0931393432136143,"[0.0068796096140411895, 11.838205950858962]"
276,0.967841459679425,"[0.0030434614835689374, 2.9342262669743464]"
277,0.9453229374762924,"[0.00264143274183732, 2.9394579479342497]"
278,0.9581003209180515,"[0.002868527226758821, 2.7682144040971046]"
279,0.9639023070097711,"[0.0030434614835689374, 2.6280160644464643]"
280,0.9425301934024384,"[0.00264143274183732, 3.3446697289019003]"
281,0.930620538925958,"[0.00264143274183732, 5.255871130247154]"
282,0.9546902849533625,"[0.002868527226758821, 2.5176677109267898]"
283,1.0101640397073846,"[0.004, 3.116084782147649]"
284,1.0024634328329736,"[0.003845728037937658, 2.8319988172082264]"
285,1.0071114285238258,"[0.004, 2.661156877788115]"
286,1.0047899655443746,"[0.004687634255227811, 15.924449730699887]"
287,0.942984759900067,"[0.003845728037937658, 16.144590919512734]"
288,0.9553609801516075,"[0.004, 16.237569775525433]"
289,0.9541108357839644,"[0.004, 16.386248885745857]"
290,0.9687383238929106,"[0.004213661960403252, 16.508300656094853]"
291,0.9524674823627819,"[0.004, 16.59203123503223]"
292,0.9508814507380997,"[0.004, 16.711523933104733]"
293,0.9662450440239538,"[0.004213661960403252, 16.764159838495306]"
294,0.9650551712484344,"[0.004213661960403252, 16.888420774621647]"
295,1.0066787017559498,"[0.004687634255227811, 15.524483071150144]"
296,1.0202337688180412,"[0.004687634255227811, 13.649754035322584]"
297,1.0677076618464627,"[0.0058646302932131526, 7.58890338666328]"
298,1.0059313571824946,"[0.004, 2.496233372167932]"
299,1.0141277350102413,"[0.004213661960403252, 2.3590686523446243]"
300,1.0161432180983994,"[0.004213661960403252, 2.7744877830679657]"
301,1.0396941567224685,"[0.004687634255227811, 6.033560406062695]"
302,1.052055829709841,"[0.005446258610232327, 12.525779905341572]"
303,1.0564959058789638,"[0.005446258610232327, 8.89686576585373]"
304,1.0581816680618712,"[0.005574039284480141, 11.55936217879819]"
305,1.0341689626655155,"[0.004733978127831981, 7.810186687790847]"
306,0.9623756665460914,"[0.0030434614835689374, 2.3721930945120286]"
307,1.0543943103033768,"[0.005391161028805666, 9.41059946259553]"
308,1.0544361911131017,"[0.005391161028805666, 9.905868036730457]"
309,1.0527158327766717,"[0.005391161028805666, 11.347613690864634]"
310,0.9068976390945508,"[0.002868527226758821, 10.65536220253424]"
311,1.0548424573791633,"[0.005391161028805666, 10.3019782814115]"
312,1.041016742200912,"[0.004733978127831981, 6.474098769112494]"
313,1.0401885001486817,"[0.004733978127831981, 5.5909154962582885]"
314,1.0578318612635869,"[0.005391161028805666, 7.654649220964592]"
315,1.0535890067794207,"[0.005391161028805666, 11.04872001427372]"
316,1.0327562069102771,"[0.004733978127831981, 8.162286920621563]"
317,0.9201446965491239,"[0.002868527226758821, 8.502617214100923]"
318,0.8714730749631663,"[0.002868527226758821, 13.530967518083653]"
319,0.9189208430627661,"[0.002868527226758821, 8.723662675176026]"
320,1.0573180981388095,"[0.005391161028805666, 7.827105986993775]"
321,1.0292422755229065,"[0.004733978127831981, 12.081942264920526]"
322,0.9633065376745478,"[0.004213661960403252, 17.035632477949605]"
323,1.0242670617786596,"[0.004733978127831981, 13.399181545947492]"
324,0.8871569901579754,"[0.0030434614835689374, 13.955827443929273]"
325,1.0498129199599042,"[0.005391161028805666, 12.954543741640766]"
326,1.0128205799449228,"[0.004733978127831981, 14.96658686297594]"
327,1.0192083284320295,"[0.004733978127831981, 14.03320513259009]"
328,1.0477399865159014,"[0.005391161028805666, 14.114906725345094]"
329,1.0304634076914587,"[0.004733978127831981, 11.343612278511344]"
330,0.8850882354902836,"[0.0030434614835689374, 14.134620401105478]"
331,0.8834458494356944,"[0.0030434614835689374, 14.26607780132156]"
332,1.0491372656115405,"[0.005391161028805666, 13.429700190809564]"
333,1.0645985097253243,"[0.005751066144685322, 10.992272898483181]"
334,1.0394210211283257,"[0.004995871730860175, 11.83163414457551]"
335,1.0082895446274673,"[0.004096347062266643, 2.1804613315639063]"
336,0.9599054981539377,"[0.0030434614835689374, 2.2204879011717136]"
337,0.9472842858318601,"[0.002868527226758821, 2.105104873879189]"
338,0.9965299822940755,"[0.003845728037937658, 2.1185731444564873]"
339,0.9544322311289839,"[0.0030434614835689374, 1.9662782233418863]"
340,0.9515418737414816,"[0.0027704529665196365, 3.8852535587639934]"
341,0.9492827632103897,"[0.0027704529665196365, 4.2747341287846]"
342,0.939354789647535,"[0.0027704529665196365, 1.9741015671421853]"
343,0.9511967550834859,"[0.0030434614835689374, 1.8125722535793667]"
344,0.9390554984127896,"[0.002868527226758821, 1.7346698181200342]"
345,0.9463828655846873,"[0.0030434614835689374, 1.6566368228626653]"
346,1.090253457825244,"[0.006823113016425129, 10.041162461105264]"
347,1.082991885538872,"[0.006491470947504855, 9.329550025201957]"
348,1.0687258876038437,"[0.005898193543354096, 8.056540300866883]"
349,0.9353558802336777,"[0.0027838558793454125, 6.1610298443313445]"
350,0.8787850175875209,"[0.002868527226758821, 13.078744499822205]"
351,1.027281043665523,"[0.004343745981621773, 5.1712185559011195]"
352,1.0441522457578252,"[0.0048536910712576875, 5.815325997460061]"
353,0.9429260946914964,"[0.0027704529665196365, 4.850865166475915]"
354,0.9510958746796885,"[0.0027704529665196365, 3.6437446343286246]"
355,0.9313856025765234,"[0.002868527226758821, 1.5349017025108367]"
356,0.9266226366829259,"[0.002868527226758821, 1.4270156260035698]"
357,0.9169261425720778,"[0.0027838558793454125, 1.3391195643862694]"
358,0.9110251033688349,"[0.0027704529665196365, 1.2425888795671054]"
359,0.9057553024614402,"[0.0027704529665196365, 1.1449918586672547]"
360,1.013645989771444,"[0.004096347062266643, 3.582923324723014]"
361,1.084555326019091,"[0.006729479041558538, 8.397212381805437]"
362,1.0661090313895472,"[0.005837004401577427, 5.80667712117854]"
363,1.0926394575376328,"[0.007226928779003801, 8.508944282506567]"
364,1.0540111910759502,"[0.005339065360947148, 4.673507489605017]"
365,1.0656937705311842,"[0.005837004401577427, 5.356582011400285]"
366,1.0544169543649868,"[0.005339065360947148, 4.244450417215145]"
367,1.066200124984465,"[0.005837004401577427, 4.854705145888114]"
368,1.0676716210483452,"[0.005837004401577427, 6.770501614303173]"
369,1.0540315864489165,"[0.005339065360947148, 3.949295015147678]"
370,1.0721153867428743,"[0.006053793974211097, 7.2657294859327894]"
371,1.0540403884988603,"[0.005339065360947148, 3.687316730521693]"
372,1.066740148168616,"[0.005837004401577427, 4.26119482722883]"
373,1.0663709851677694,"[0.005837004401577427, 6.150729155301891]"
374,1.077696949321536,"[0.006323423149220844, 7.728667179149458]"
375,1.0063383587562074,"[0.004096347062266643, 1.9576745181068647]"
376,1.0234578219623565,"[0.004995871730860175, 15.696173839280183]"
377,1.020899850416634,"[0.004995871730860175, 16.13227157751143]"
378,1.0194347172187779,"[0.004995871730860175, 16.39409546421487]"
379,1.0177666407672925,"[0.004995871730860175, 16.615006942364925]"
380,1.0752598132468332,"[0.006163991048091806, 11.551320350993254]"
381,0.9295128593298326,"[0.0030434614835689374, 1.233153703829351]"
382,0.9916650231087291,"[0.003845728037937658, 1.726852584886424]"
383,0.919571004807843,"[0.003039151346401878, 1.049225153407007]"
384,0.9892051611353917,"[0.003845728037937658, 1.5884406557480961]"
385,0.911259005680172,"[0.0030434614835689374, 0.9303927265425758]"
386,1.0177310600321827,"[0.004213661960403252, 3.194496881652302]"
387,0.9021304226229437,"[0.0030434614835689374, 0.8313111628782274]"
388,0.8945952238615039,"[0.002622235481852758, 8.79839433196479]"
389,0.9862117424633489,"[0.003845728037937658, 1.4476080978257668]"
390,0.9825036589010661,"[0.003845728037937658, 1.271267380520981]"
391,0.9978022630364186,"[0.004, 10.781322421571474]"
392,1.0425762362642599,"[0.004995871730860175, 8.168888780475282]"
393,0.9156218561444833,"[0.0025440581138028422, 6.030802275116074]"
394,0.9772237776385188,"[0.0036083974309079093, 9.837807338599173]"
395,0.927085167806732,"[0.0025440581138028422, 4.534408782927922]"
396,0.9798364708873,"[0.0036083974309079093, 8.882547080155272]"
397,0.9716052070866599,"[0.0036083974309079093, 10.817747844718104]"
398,0.887996358058708,"[0.002644920473948878, 10.144918040222096]"
399,1.0337195465302793,"[0.004755530831837179, 9.779977658842407]"
400,0.9904585159822462,"[0.003845728037937658, 10.423254790394472]"
401,1.102141769073254,"[0.007503809254288788, 11.170239276972444]"
402,1.0423307421256214,"[0.004995871730860175, 10.405289222897693]"
403,1.0419516134111022,"[0.004995871730860175, 9.93022655023995]"
404,0.9972976099680728,"[0.00408681957206144, 1.2844331330206682]"
405,1.0009813462901753,"[0.00408681957206144, 1.5341090385810219]"
406,1.0452558033657953,"[0.004995871730860175, 4.7912207954598385]"
407,0.9946077359177709,"[0.00408681957206144, 1.1430623240448412]"
408,0.9726217183964891,"[0.003845728037937658, 0.948993676520538]"
409,0.9646583248176847,"[0.003845728037937658, 0.7718815962468122]"
410,0.8865572549544274,"[0.002525772746219455, 8.48575826930918]"
411,1.0505399087862366,"[0.005391161028805666, 12.337505930656388]"
412,1.0726645057389659,"[0.006056731246722071, 6.728985190236843]"
413,1.070539209808394,"[0.005936910106418102, 9.51497141296149]"
414,0.9539328459673322,"[0.0033662645983372173, 10.611379712367778]"
415,0.8983131984529763,"[0.0023506459695540882, 5.820472826735964]"
416,1.077563854571693,"[0.006323423149220844, 4.711113632175131]"
417,1.0766988124020282,"[0.006323423149220844, 6.0990375346758565]"
418,1.0574787390454614,"[0.005446258610232327, 3.3890440964182593]"
419,1.0951310346193308,"[0.007278254285943909, 9.665726492072647]"
420,1.0767815165512042,"[0.006323423149220844, 12.873666735874734]"
421,1.0752488302432845,"[0.006323423149220844, 13.812353889499438]"
422,1.098855121716918,"[0.007368241976194903, 10.565268051329578]"
423,1.0676719287032803,"[0.005837004401577427, 3.627374460144104]"
424,1.0768525503521191,"[0.006323423149220844, 5.527592049534851]"
425,1.091048218565572,"[0.0071443847164602056, 8.27881232663394]"
426,0.9962969988918176,"[0.004213661960403252, 0.8459294389691658]"
